0.368;0.361;0.371;0.364;0.366;0.369;0.365;0.376;0.362;0.366;0.367
0.364;0.368;0.366;0.368;0.370;0.365;0.366;0.360;0.367;0.373;0.364
0.371;0.375;0.368;0.370;0.356;0.364;0.367;0.375;0.365;0.372;0.368
0.363;0.366;0.370;0.371;0.358;0.370;0.367;0.365;0.363;0.360;0.364
0.371;0.361;0.368;0.360;0.366;0.367;0.363;0.366;0.370;0.367;0.366
0.366;0.360;0.364;0.372;0.360;0.366;0.372;0.361;0.362;0.371;0.366
0.365;0.375;0.367;0.364;0.368;0.369;0.368;0.362;0.369;0.370;0.367
0.364;0.359;0.358;0.366;0.370;0.366;0.367;0.361;0.376;0.366;0.361
0.369;0.369;0.370;0.365;0.366;0.371;0.369;0.357;0.363;0.364;0.362
0.365;0.370;0.365;0.368;0.370;0.367;0.361;0.364;0.368;0.368;0.364
0.371;0.366;0.363;0.366;0.363;0.360;0.372;0.372;0.367;0.353;0.359
