0.231;0.228;0.249;0.237;0.242;0.250;0.241;0.249;0.232;0.241;0.241
0.231;0.241;0.233;0.242;0.226;0.241;0.231;0.222;0.240;0.244;0.226
0.237;0.244;0.247;0.245;0.227;0.234;0.238;0.227;0.237;0.244;0.237
0.231;0.221;0.237;0.237;0.229;0.252;0.241;0.236;0.232;0.229;0.234
0.232;0.229;0.230;0.234;0.240;0.238;0.235;0.243;0.233;0.238;0.244
0.241;0.233;0.239;0.249;0.233;0.232;0.231;0.235;0.228;0.242;0.227
0.241;0.249;0.236;0.237;0.239;0.243;0.230;0.228;0.245;0.244;0.245
0.232;0.211;0.217;0.247;0.237;0.233;0.242;0.215;0.258;0.243;0.219
0.243;0.240;0.238;0.225;0.237;0.240;0.243;0.224;0.225;0.234;0.228
0.237;0.233;0.236;0.236;0.246;0.239;0.234;0.233;0.237;0.238;0.242
0.246;0.230;0.233;0.225;0.231;0.233;0.241;0.249;0.233;0.215;0.230
