0.970;0.972;0.969;0.965;0.968;0.968;0.972;0.966;0.968;0.971;0.967
0.960;0.967;0.966;0.968;0.967;0.970;0.967;0.965;0.965;0.968;0.966
0.969;0.962;0.971;0.966;0.966;0.970;0.967;0.970;0.965;0.965;0.971
0.972;0.961;0.967;0.970;0.967;0.962;0.966;0.964;0.967;0.965;0.965
0.965;0.964;0.972;0.966;0.973;0.968;0.969;0.960;0.965;0.968;0.966
0.966;0.967;0.971;0.964;0.969;0.969;0.967;0.965;0.971;0.970;0.965
0.968;0.971;0.969;0.965;0.965;0.966;0.969;0.962;0.968;0.968;0.967
0.965;0.969;0.966;0.973;0.968;0.964;0.969;0.972;0.963;0.963;0.964
0.968;0.965;0.966;0.960;0.967;0.968;0.967;0.963;0.967;0.966;0.970
0.968;0.957;0.963;0.965;0.962;0.963;0.968;0.967;0.971;0.961;0.969
0.963;0.965;0.967;0.970;0.968;0.962;0.962;0.966;0.962;0.970;0.966
