0.773;0.764;0.762;0.790;0.772;0.789;0.763;0.778;0.788;0.778;0.767
0.787;0.778;0.781;0.798;0.774;0.787;0.779;0.785;0.787;0.779;0.779
0.794;0.795;0.788;0.785;0.768;0.790;0.793;0.793;0.799;0.792;0.777
0.785;0.806;0.803;0.803;0.774;0.797;0.765;0.779;0.774;0.786;0.790
0.811;0.807;0.809;0.812;0.792;0.798;0.791;0.792;0.793;0.783;0.792
0.796;0.762;0.810;0.808;0.786;0.797;0.811;0.800;0.789;0.787;0.790
0.789;0.793;0.811;0.805;0.811;0.779;0.817;0.784;0.772;0.795;0.797
0.753;0.781;0.771;0.803;0.785;0.780;0.800;0.805;0.768;0.798;0.794
0.744;0.777;0.791;0.797;0.816;0.795;0.811;0.797;0.797;0.800;0.797
0.717;0.791;0.697;0.789;0.804;0.771;0.806;0.809;0.803;0.792;0.806
0.706;0.730;0.798;0.810;0.784;0.795;0.821;0.786;0.784;0.782;0.787
