0.772;0.780;0.779;0.817;0.799;0.817;0.799;0.795;0.799;0.822;0.809
0.788;0.815;0.795;0.799;0.807;0.793;0.801;0.789;0.807;0.818;0.812
0.795;0.799;0.797;0.798;0.803;0.789;0.813;0.808;0.797;0.805;0.792
0.772;0.800;0.804;0.800;0.804;0.797;0.791;0.798;0.811;0.798;0.798
0.808;0.810;0.805;0.797;0.795;0.807;0.814;0.786;0.788;0.800;0.776
0.806;0.807;0.799;0.796;0.789;0.784;0.808;0.800;0.776;0.800;0.809
0.802;0.798;0.794;0.798;0.808;0.811;0.817;0.788;0.789;0.786;0.793
0.822;0.797;0.781;0.790;0.805;0.800;0.786;0.788;0.809;0.797;0.802
0.786;0.806;0.778;0.806;0.768;0.807;0.813;0.795;0.806;0.793;0.813
0.801;0.800;0.786;0.810;0.790;0.790;0.820;0.789;0.808;0.784;0.795
0.797;0.807;0.787;0.795;0.792;0.798;0.790;0.802;0.781;0.792;0.795
